filename,edge_density,hog_mean,blur_value,power_mean,wavelet_energy,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,label
input_image_assume (3).png,12.77308668327595,0.07920523545295242,378.2791305510059,18256498897.0,39868232.5,0.013400321171549223,0.031058147910732813,0.007180100580884345,0.08228699255225647,0.176637743604655,0.19357359520489556,0.03370814361522855,0.0459205926474184,0.36561514925225186,0.05061921346012781,0
input_image_active (4).png,11.611592182549755,0.08476329816258368,261.03143306484714,22801637807.000004,50565942.0,0.01242010356098799,0.03201011130422683,0.007390219297284971,0.09494035386988009,0.1996067826134011,0.22288159286539777,0.03500820061817071,0.056921180012909696,0.2897543164369248,0.049067139420816044,0
input_image_decade (1).png,12.47973849338207,0.08115799885385118,288.00337393432915,21331461406.000023,46948535.5,0.01649758992841526,0.0356247362985335,0.007223821991388238,0.10012061012528395,0.18802536080043072,0.2270027460467865,0.03388022235449717,0.06254821208629946,0.27393556947441544,0.055141130893949744,0
input_image_branch (4).png,12.9167024066268,0.09074295193482626,516.0409661325322,18437327318.99999,41460111.5,0.013707295853347711,0.04020286001372415,0.013469880403881973,0.11721430497010098,0.21704673561415547,0.2651961204783845,0.05611735369081463,0.06701089353984903,0.13854952945789628,0.07148502597784531,0
input_image_effort(1).png,14.427128056560923,0.10245792718096898,389.97459096892936,9520392031.999996,27012470.0,0.015648949915335168,0.04716152123843382,0.033685367830574034,0.126969159531013,0.2806057347382613,0.21394321437456362,0.08138457093789374,0.05657496649519698,0.07056673274001075,0.07345978219871759,0
input_image_canvas (3).png,12.154235294117647,0.08021117993821694,226.82208756023704,22823159756.00001,49764108.0,0.014651903114186852,0.0318159169550173,0.006624221453287197,0.09476401384083045,0.2091031141868512,0.23945743944636677,0.030816608996539794,0.05875432525951557,0.2651363321799308,0.04887612456747405,0
input_image_agenda (3).png,11.853194427247915,0.08240138188859836,263.6121660532917,22885050049.999985,49854408.0,0.014751481742669345,0.034028940412680814,0.007365647256420885,0.09795920564596444,0.19584304563390592,0.22618714369539356,0.03543397160867997,0.06274191030410042,0.27210770829183734,0.053580945408347284,0
input_image_active (5).png,12.391548234171127,0.09181871957915425,517.1662541766475,20198701816.000008,44434356.0,0.013839395495903184,0.040220242971534,0.013143860741719426,0.11488109702418803,0.21085179725889464,0.2454451931709546,0.052450304914869746,0.06728352935869658,0.17308193195691177,0.06880264710632805,0
input_image_decade (3).png,14.217457710433507,0.08718546265786781,655.8521058809444,15784587224.999994,34257169.5,0.013412502730876064,0.03810157298461347,0.014444383758309665,0.11788411722480571,0.23123498018164226,0.2656186604662776,0.052071954683062326,0.06193041727786274,0.13744109110202554,0.06786031959052465,0
input_image_bottle (1).png,11.220336436487079,0.07752692448397687,409.58125550806346,27570259079.00001,57702215.5,0.009277768452535364,0.027903733761851048,0.005445289454872413,0.0838708390018417,0.1506933089494547,0.18051269530676853,0.02878995784860006,0.05479799372952441,0.41409084559863557,0.044617567895916206,0
input_image_branch (3).png,12.419849795797472,0.08421704099940756,376.691170804638,21301855453.000015,46007574.5,0.01942487226661958,0.04096724215514835,0.008726311652360149,0.09716138550133571,0.17000786051571817,0.20774118397594,0.03471727775531012,0.06366590529787368,0.29080063339807816,0.06678732748161607,0
input_image_create(1).png,11.501189230212152,0.0855386080196626,435.7666995168901,25378775890.000034,53410298.0,0.01493420171526927,0.039392165713463725,0.008580066567130123,0.0952463033417493,0.1635805377949514,0.19854688220792555,0.036139453673344875,0.06394561534913021,0.315501907232603,0.06413286640443251,0
input_image_avenue (4).png,12.582493184800242,0.0887519504213909,522.3894367782104,20217375076.99999,44204464.0,0.011403011307226013,0.033438190357309557,0.012319813416326984,0.11404227628432116,0.2182703608368898,0.25921629383887695,0.050871114043796684,0.06580449765173987,0.17374996389046418,0.06088447837304876,0
input_image_adjust (4).png,12.658006003662528,0.08998403375842068,344.739038197499,17932993426.0,40487560.0,0.015097686573403874,0.04040422256504924,0.012189303906315322,0.11490078873895217,0.22141743488518117,0.24806831912204222,0.05304437496823568,0.07192263111903875,0.15200807920506393,0.07094715891671763,0
input_image_detail (3).png,12.049898092151425,0.10081370853806436,242.1086839761136,19660539438.999996,47922221.5,0.011734438170336463,0.03781616492365265,0.02060209161682649,0.12346419860336129,0.28889171038123557,0.24101573724481273,0.0751338166995222,0.05326873600855358,0.07991981021751479,0.06815329613418424,0
input_image_degree (3).png,12.827228997332107,0.09005976152489463,545.7115772454213,19164354695.999992,41796084.0,0.011994639336820045,0.03590462745878446,0.012122126106180933,0.11224588155546296,0.2137144669498324,0.2667411894204638,0.05200838303244383,0.06514729386011281,0.16654436228630418,0.06357702999359456,0
input_image_agenda(1).png,14.008553878500011,0.10133730644191441,444.6504665922034,10216961792.000002,27819542.0,0.01583781585469725,0.04845727089264201,0.033206467108140666,0.12824487227691622,0.27541800630750224,0.2109080654691109,0.08167908472157212,0.05821011195432816,0.07395201080409143,0.074086294610999,0
input_image_adjust (2).png,13.713326537204935,0.10127312045264629,429.39310931298064,9219809984.0,26087777.5,0.015211979240213478,0.04716990256518384,0.031555571890336025,0.12772336791363373,0.2686701704770766,0.2182814564348181,0.07920133240225084,0.05769100570449222,0.07992092246803917,0.07457429090395601,0
input_image_belong (1).png,12.250197356018475,0.08484734141538106,304.50926652059167,21166008697.000008,45998462.5,0.01280899472146291,0.03427514374587614,0.008610024507493638,0.09556302431897445,0.20262130031105666,0.2166321048166651,0.02933240644735602,0.054979852012442265,0.2939824088038458,0.051194740314827035,0
input_image_banana (4).png,11.23131513322595,0.0899238525460534,289.6391871354162,25042599661.999985,54607901.0,0.015662296958993963,0.039092064662617165,0.009979817190320013,0.10734246734848338,0.19391265112849077,0.2303787672960857,0.0426555919967397,0.0731190203574686,0.22306128587785518,0.06479603718294552,0
input_image_banana (2).png,14.544718088197314,0.10161678965941123,344.5097163076259,9801362099.000002,26370161.5,0.014666596720041322,0.044011896306818184,0.033350416451446284,0.12917662060950413,0.29932649470557854,0.20924465715392562,0.07973511751033058,0.05262138429752066,0.06846429493801653,0.06940252130681818,0
input_image_crutch (4).png,11.489264540355917,0.09276280152752316,274.02289926369576,25201101929.99998,55580347.0,0.01287017989869782,0.03662864600516214,0.012104834171049312,0.11005938403617381,0.23185851656348852,0.24747714879000174,0.0514188612237769,0.06670515631974228,0.17051320615575696,0.06036406683615052,0
input_image_belong (4).png,10.612329399437431,0.09553896675038791,292.2922544993643,28528313916.000004,63887595.0,0.015494402305200326,0.041333898084879625,0.012093217805728989,0.11598884157979739,0.21257191868000241,0.24063802841150952,0.05468407537954367,0.07724491380321084,0.15917120950134622,0.07077949444878101,0
input_image_candle (4).png,12.969408493897284,0.09075160671887197,615.1052292464442,17723870505.000015,39372426.0,0.011951971713247135,0.03732472304391153,0.013313728237477743,0.11638216712924408,0.23284462279344278,0.2657424564198555,0.055281017743766224,0.0644417821535904,0.13689195209765603,0.06582557866780855,0
input_image_crutch (3).png,11.98787657974368,0.08141699939420739,337.96705483421727,20459747706.999996,45297368.5,0.014999221253114987,0.03450404948380206,0.007285455233179067,0.09037774786400854,0.16627775676397294,0.19605370016019935,0.032259589711641154,0.05265719562121751,0.34998275631897474,0.05560252758988964,0
input_image_desert (3).png,12.188467961701864,0.09174326511941407,442.2784503875789,20913514739.000004,46791009.5,0.014619924283884655,0.04066073876811799,0.01238285723957775,0.11553336981849573,0.21163698015696142,0.2604039133157678,0.054039415259449,0.0733253028362512,0.14559272403112147,0.07180477429037299,0
input_image_canvas (1).png,11.423445900707465,0.08800351395259455,468.0469972069199,27530939872.0,57594696.5,0.01072555355106322,0.03378448285088757,0.008217493628766698,0.10004768762583409,0.1713258230277718,0.21773266150466947,0.037969339591789164,0.06356249160115068,0.2990549287718117,0.05757953784625557,0
input_image_avenue (3).png,12.01365143033686,0.07829658909860965,221.82169398589073,23232255145.000004,51098866.5,0.014711811864752919,0.029574171724206545,0.005983955511103896,0.08817530593970749,0.20007304850525479,0.22699102995774184,0.027672030538988004,0.04943210678172897,0.31258083772758927,0.04480570144892627,0
input_image_banana (1).png,11.68335503428583,0.0747890943398037,342.5526599999366,25805426873.999996,53898571.0,0.006569355909026926,0.02191000221198898,0.004882714311568702,0.07229810573307326,0.1605363570552394,0.16168131271491484,0.021887379597418006,0.04505419373001669,0.4718788332763579,0.03330174546039534,0
input_image_create (3).png,13.608181848323616,0.08912180174671368,488.8991273938137,14866729837.999998,35247792.5,0.013257156019816805,0.04169102467677284,0.013049494894851923,0.11211606686339214,0.24180829213557653,0.25783309978727825,0.05794094396814234,0.0681686906355303,0.1237869710967125,0.07034825992192639,0
input_image_agenda (4).png,13.425900015618492,0.08977903787164053,312.57775188260865,17522563788.000004,40613501.0,0.013762169408579758,0.03773492815493544,0.012522451582673885,0.11027794408579758,0.2530716368179925,0.26012110839233654,0.050348487609329445,0.06334274781341108,0.13599639473136194,0.06282213140358184,0
input_image_assume (1).png,11.542553743494482,0.0790600195132795,477.61518967195735,25536286890.99996,52833465.5,0.007732680922162089,0.02542535582526035,0.005504070651356105,0.08000684927952843,0.1397979462539111,0.17224511080785176,0.028063885098147064,0.050505653250035025,0.44786245401383346,0.0428559938979146,0
input_image_crutch (1).png,10.922817060924668,0.08031921255834665,526.3221185472947,27836390565.000004,57612556.5,0.008371582243946279,0.027563288382265957,0.005821018024751363,0.08100706592262792,0.1409092159622906,0.16959360628000494,0.03119827226499273,0.05024324931564637,0.44011389845430077,0.045178803149173045,0
input_image_adjust (3).png,12.368305875676883,0.0779222180349198,320.0462001180144,20141560486.000004,43940554.0,0.016894155714794537,0.03272280545007818,0.0065982891535717085,0.0839470808758278,0.18051874747206442,0.20312528297786284,0.029254628763228274,0.049470567283835094,0.3475843500413525,0.049884092267384654,0
input_image_adjust (1).png,12.43389029631949,0.07600111631174351,353.8568227676207,20052632689.0,44078903.0,0.010494554966448886,0.03046641967133541,0.006711721092032977,0.0729600038352692,0.17529577266441845,0.17060955311623113,0.02947763933188412,0.04390034891960767,0.4147948505518443,0.04528913585092788,0
input_image_double(1).png,11.919996515539006,0.08313584758485426,478.05595275790586,25404256728.999973,53236779.5,0.0128092946696848,0.036334607068515164,0.007613807306706678,0.08975217421264833,0.15616366045227784,0.1799568082857362,0.0319530273855231,0.05678241231314903,0.36910193218562815,0.05953227612013069,0
input_image_canvas (4).png,13.182741693374984,0.08827158841800009,485.9373212458829,18810486365.999992,41440151.0,0.014884173800154164,0.04032942512880847,0.012763195261471053,0.11254493082883688,0.22268165037121182,0.2578246582011441,0.05106089496531299,0.06743153880481967,0.15084912166822184,0.06963041097001907,0
input_image_degree (1).png,11.400201439612534,0.0889574137701927,212.71856842113576,26884405786.999992,58887842.0,0.01797842773267371,0.036110300301928674,0.007738003901882987,0.10484551104629765,0.22005143286326911,0.2601316856665217,0.03362518618165792,0.06315927920153307,0.20190917680883197,0.05445099629540323,0
input_image_assume (4).png,11.624385418970823,0.10054234444071572,295.70948997880254,23216496999.0,52487427.5,0.011095135635142472,0.03617356069898852,0.018537975828993143,0.11918473124333889,0.27647725673148466,0.245829898047417,0.06625786764262302,0.048857306601781655,0.11336569205091597,0.06422057551931469,0
input_image_carbon (3).png,11.712042360889669,0.08640494724176472,362.5347240632853,23445357084.00001,51221073.0,0.015723403619260203,0.03826156927614796,0.008620904416454082,0.09622005540497448,0.17442228356186223,0.2106883769132653,0.036614865672831634,0.0588615573182398,0.29721007055165816,0.06337691326530612,0
input_image_double (3).png,13.300545146788739,0.08771911777514532,383.2319736879903,17300665743.999996,39139213.0,0.015076341109070475,0.040915133905320575,0.012518502782270223,0.11221937446890162,0.22673275129519477,0.24830562484581015,0.053719744524547024,0.07335153915736958,0.14550211068775526,0.07165887722376031,0
input_image_desert (1).png,12.443196014277216,0.07806771844324342,282.88219239557066,20494998574.000004,44867311.0,0.017352766210588934,0.03188280785246877,0.006197204045211184,0.08227394408090423,0.1950639500297442,0.21604550862581798,0.027233789411064843,0.05133848899464604,0.3253019036287924,0.04730963712076145,0
input_image_bottle (3).png,13.217839864313,0.07622271776642325,298.21677160318904,17911392000.000004,39287102.0,0.014426044328252962,0.03105717150775922,0.00650025957071907,0.09091231920941692,0.18467737980691998,0.20875742566723202,0.029716197043768527,0.0544557385421088,0.33042591581115427,0.049071548512668234,0
input_image_assume.png,10.601700005720716,0.10435379887744482,42.11904925396651,15138237257.000004,46481020.5,0.00762166053278923,0.02934607463625789,0.016245637955035183,0.12301205163898477,0.32526672832325854,0.23613680135771628,0.0639242195991686,0.05036016666348849,0.09698875879559886,0.05109790049770218,0
input_image_agenda.png,11.032029790813086,0.10628208920278108,38.7484648064934,17337475393.99999,53627913.0,0.007679979975414731,0.028956101824167597,0.01638876544401442,0.12386287825837018,0.33607045090317456,0.23327899401914,0.06598567520928768,0.048510830564220266,0.08893228020419137,0.05033404359801918,0
input_image_effort (3).png,12.11986525887204,0.08234554806395639,603.5973023121958,21906966304.0,46072117.0,0.011944401313481588,0.03508272518675707,0.0083975984679882,0.08566384302629838,0.16339590198344922,0.1767478103847857,0.03393687927355957,0.05338175502763257,0.37652467953694596,0.054924405799101725,0
input_image_decade(1).png,12.604019722232676,0.08499256847723664,403.7106514200128,21605907307.999996,45716003.5,0.012284993789754978,0.03617750009409462,0.009130942075350973,0.10256313749106101,0.19498362753585005,0.21112574805224132,0.036442470548383454,0.06244269637547518,0.27590349655613683,0.05894538748165155,0
input_image_agenda (1).png,12.187815061431639,0.08559445696812243,530.1305424622941,22504467393.00001,47048743.5,0.012185223369654991,0.0372947294672507,0.008370310034688798,0.10131094035691299,0.16454679570063965,0.20322423545092588,0.037029864263703215,0.06404184300613462,0.31037360233764905,0.06162245601244012,0
input_image_degree(1).png,12.655797505012252,0.07564906516891116,424.18128956970304,19361664164.000004,42007876.0,0.012442451919506943,0.03353258582708349,0.007134724388010198,0.07822671468528007,0.1692393133833321,0.1657121729660157,0.031089886388950768,0.05006528303754858,0.3999390485384025,0.05261781886586966,0
input_image_active.png,12.418629144108474,0.10096183795698269,85.26723436637128,10221829980.0,32653251.5,0.007452665185789244,0.028754315508753812,0.01794684898986003,0.1253429973441812,0.33642627859491914,0.2291844101705108,0.0634704483091392,0.04736393848323937,0.09753797568989105,0.04652012172371613,0
input_image_canvas.png,10.568061059103453,0.10686452093911217,52.60411906589179,15450670374.000011,48727897.5,0.008065205035713107,0.030266444487219935,0.019933505624913864,0.13176661134960346,0.32793185180797957,0.2285376818543707,0.06955029163899865,0.04935481776691432,0.08331957050875373,0.051274019925532675,0
input_image_avenue.png,12.142718854123283,0.10345662813381175,68.9023155106893,9583509407.0,31347994.5,0.008642232403165348,0.03143384266972095,0.02148844231570179,0.12909009266972096,0.33395264993752605,0.2270115316534777,0.06724411703456892,0.04880616149521033,0.08066625885047897,0.05166467097042899,0
input_image_carbon.png,11.554607043683195,0.10271608591877764,95.22618730440593,11538117530.999998,37157819.5,0.007135296883914886,0.029473587204440824,0.01741879788204331,0.12666812128242902,0.3190582221252478,0.2283335659815065,0.06752850391865355,0.04934399991326515,0.10508605046071115,0.049953854347787784,0
input_image_carbon (4).png,12.454394205600774,0.08445961367493346,475.0466674463665,20788775966.000008,45184137.0,0.014719781992900426,0.03923984366596149,0.009771594535479938,0.09867546344436874,0.17223708272078597,0.2149449603786439,0.037659292194055005,0.06251497005988024,0.28444619742550825,0.06579081358241601,0
input_image_bubble (1).png,12.269118754913093,0.08074242362187299,302.83320187796835,23521397894.000004,50060035.0,0.012371440737182287,0.03186959559786881,0.00765214210848109,0.08485866669578129,0.18648872172242117,0.1694539370250677,0.029957583631758232,0.04732536684426587,0.3805872783649227,0.04943526727225085,0
input_image_candle.png,11.57757987424189,0.10586884834014226,82.02281632387854,12119817805.000002,38700264.5,0.008042831913176444,0.031099414699285902,0.02197351859260199,0.13395845326724365,0.34092965100800243,0.22740723910628385,0.067618332081142,0.047320287311700855,0.07317025573975236,0.04848001628081053,0
input_image_branch (1).png,11.872966530612246,0.08407226561326644,580.4891221033779,24217197207.99999,50550974.5,0.011969306122448979,0.0353789387755102,0.007737469387755102,0.0933955918367347,0.14687738775510203,0.18285061224489796,0.03273404081632653,0.05713632653061224,0.37337338775510204,0.058546938775510204,0
input_image_carbon (1).png,12.427542445549648,0.07497684808620111,619.7991024429949,21154433384.000004,44893733.0,0.012984785751035108,0.03265219653287486,0.007080383173677634,0.07478429547088944,0.14102976124423358,0.16269749196197086,0.029879418754296436,0.048207998685668746,0.43819400509303363,0.05248966333231972,0
input_image_active (3).png,13.629029836742353,0.07530669110904913,666.6463738404466,15926874022.999998,34348573.5,0.011336085569525239,0.03145993619816101,0.008176018014636893,0.07504785137924563,0.1537661850253331,0.16467817601801463,0.032720960780634266,0.04255207355976731,0.4274385438168512,0.05282416963783074,0
input_image_bubble (4).png,12.352424634991772,0.08980464201941013,418.99259040346766,21858629855.000015,48233574.0,0.012124225342249922,0.03718497251496796,0.012302090262945976,0.11168236406288296,0.2195441336087672,0.24912292986940232,0.05150659990896677,0.06785616750113792,0.17372781065088758,0.0649487062777914,0
input_image_bubble.png,13.626403306227008,0.10072819162934286,61.48580365301449,9356392896.999998,29887216.5,0.0073939658061125645,0.027929707885248872,0.017948403375808657,0.12401647253996825,0.3566737041791105,0.23577375709778603,0.06418357836450164,0.0450065095464192,0.07476914456686339,0.04630475663818091,0
input_image_double.png,11.376922606286943,0.10367989840815572,71.25910084191385,14660461794.00001,46414841.5,0.007701821924759678,0.02999271805933282,0.0165697140848568,0.12435203324499831,0.3178141221662514,0.23531465301612703,0.06698305719142626,0.05182054514983163,0.09786112487388567,0.051590210288530405,0
input_image_belong.png,12.838586322405812,0.10503821715378023,52.40079289639375,10487353245.999998,34794892.5,0.008444427716511724,0.03046859121532613,0.02010764424705484,0.126571568369152,0.3459671045203056,0.22882155895968986,0.0662682073092702,0.045996462042229666,0.07626180887500471,0.05109262674545523,0
input_image_effort.png,12.045153809825289,0.10749815939662795,120.22031807022013,13456814903.999996,40069381.5,0.009150072595254771,0.03361460034594234,0.026669434985210454,0.13938581343969916,0.3375613550529368,0.22003307360851784,0.07328099846621507,0.04595944900713378,0.06165698486246379,0.052688217636626025,0
input_image_branch.png,10.915799708313077,0.10751626811721242,71.27238436087845,15238677545.000002,47545684.5,0.006954731333466785,0.02932997798049701,0.019132374388744315,0.13368412022076698,0.33661700363178815,0.23146329606222654,0.072156481455003,0.0455729360290543,0.07647230404072178,0.04861677485773113,0
input_image_decade.png,11.694710783721773,0.10583550654034227,55.72149122137453,15113462935.00001,46735601.5,0.007644004347301051,0.029543533389687234,0.01883105905083927,0.12979471078372176,0.33969931167733364,0.23116411061466008,0.06813549088274364,0.04769955319405869,0.07854848448255042,0.048939741577104214,0
input_image_detail(1).png,13.31056735321633,0.08048308201788786,444.00335423708714,17852214008.999996,39168699.0,0.011627887516756509,0.03485019137146481,0.009365235829558064,0.08738488006439855,0.2037842514756606,0.17974190374023688,0.03432971454105156,0.04971976255545756,0.33637363207476123,0.05282254083065424,0
input_image_bottle.png,11.179972685284016,0.10814801731614035,88.9879059008783,15603776347.999998,47123450.0,0.008312066991402899,0.03150410448485319,0.022237477925051912,0.13381299850569583,0.33414557821809077,0.22593830658464165,0.07120868831143627,0.047752236604630405,0.07399595373479012,0.05109258863940694,0
input_image_adjust.png,10.305747298919568,0.10880693038070083,54.35778566496217,19124951496.0,55712057.0,0.008749823458795283,0.031325030012004804,0.01981344008191512,0.1319965486194478,0.3210357672480757,0.2247755719935033,0.07220645611185651,0.05098620330485135,0.08493287020690629,0.05417828896264388,0
input_image_banana.png,11.827443016701096,0.10515652879849181,94.99534411733896,12678010875.000008,39362948.0,0.006543188263716256,0.028181086096425195,0.01929064108399566,0.12936661881586778,0.35363747767935294,0.22940233185112566,0.06696964392003081,0.04131367949301495,0.0800826301600084,0.04521270263646231,0
input_image_desert.png,12.347633175095261,0.10593593274538045,63.94611195416691,10206067922.999996,33666300.0,0.008711106699813433,0.029726632227527843,0.021963092946903656,0.1271151612337917,0.35211822415630056,0.23200358555789388,0.06638554982948439,0.04483963468251839,0.06841560834293565,0.04872140432283048,0
input_image_avenue (1).png,12.279271106700701,0.08521166880864031,413.2632437332948,21331985972.999992,45296477.5,0.013456399710666483,0.03819620877445735,0.009836741769836383,0.09788768598944292,0.1845233469431675,0.22083350769065224,0.03881343368344283,0.06101709100256455,0.2718464738972149,0.06358911053855489,0
input_image_desert(1).png,11.970755373868512,0.08414721738006899,573.4090458857894,22380287409.0,47027949.5,0.01400181936614182,0.0395122526448193,0.008816064329192965,0.09381948967902787,0.1604060443386267,0.18723327193908493,0.03536533321353968,0.06092490060870151,0.3358555513128636,0.06406527256800161,0
input_image_crutch.png,10.736594686702807,0.10816452031769502,59.80458187922736,14123979409.0,43867485.5,0.009271115672831632,0.030949806680484693,0.023787517936862245,0.13425616828762754,0.33538818359375,0.22153145926339285,0.07038474569515306,0.04747289540816327,0.07471948740433673,0.05223862005739796,0
input_image_create.png,10.452259812194772,0.10664244462673116,46.658135282270514,14934727547.999998,47634833.0,0.007443308316575696,0.028909167624245908,0.018442751723642632,0.12832160298764722,0.33490847637173227,0.23356704251651825,0.06745659472852629,0.04777048621085895,0.08449552032461936,0.04868504919563344,0
